,브랜드,매장,매장주소,구,도로명,위도,경도
685,EDIYA,사가정역점,서울 중랑구 면목로 325 (면목동),중랑구,면목로,37.5810983,127.0881584
686,EDIYA,상봉엠코점,"서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",중랑구,망우로,37.598081,127.0905951
687,EDIYA,상봉역점,서울 중랑구 망우로 277 (상봉동),중랑구,망우로,37.5960169,127.0834048
688,EDIYA,상봉중앙점,서울 중랑구 망우로 316 (상봉동),중랑구,망우로,37.5964462,127.0875204
689,EDIYA,서울상봉1동점,서울 중랑구 상봉중앙로 36 (상봉동),중랑구,상봉중앙로,37.6002506,127.0877831
690,EDIYA,서울의료원점,"서울 중랑구 신내로 156 (신내동, 서울의료원)",중랑구,신내로,37.612781,127.0981787
691,EDIYA,서울중랑경찰서점,서울 중랑구 신내역로3길 40-11 (신내동),중랑구,신내역로3길,37.6126681,127.1032127
692,EDIYA,서울중화초등학교점,"서울 중랑구 신내로7가길 7 (신내동, 제이리옴)",중랑구,신내로7가길,37.602308,127.0954454
693,EDIYA,서일중앙점,"서울 중랑구 용마산로 394 (면목동, 해동검도)",중랑구,용마산로,37.5866117,127.0955358
694,EDIYA,신내동점,서울 중랑구 봉화산로 215 (신내동),중랑구,봉화산로,37.6076181,127.0965284
695,EDIYA,양원남부점,서울 중랑구 양원역로 25-10 (망우동),중랑구,양원역로,37.6030497,127.107406
696,EDIYA,양원역점,서울 중랑구 양원역로14가길 24 (망우동),중랑구,양원역로14가길,37.6016933,127.1083226
697,EDIYA,용마산역점,서울 중랑구 면목로 254-1 (면목동),중랑구,면목로,37.5753971,127.0856773
698,EDIYA,우림시장점,서울 중랑구 봉우재로 240 (망우동),중랑구,봉우재로,37.595272,127.0993536
699,EDIYA,중랑교차로점,서울 중랑구 동일로 683 (면목동),중랑구,동일로,37.5913966,127.0798414
700,EDIYA,중랑역점,서울 중랑구 망우로 198 (상봉동),중랑구,망우로,37.593212,127.0748661
701,EDIYA,중화동점,서울 중랑구 동일로129길 1 (중화동),중랑구,동일로129길,37.5992928,127.0783484
702,EDIYA,중화역점,"서울 중랑구 동일로 815, 1층",중랑구,동일로,37.6030917,127.0788763
703,EDIYA,화랑대역점,"서울 중랑구 신내로25가길 2 (묵동, 현동학당)",중랑구,신내로25가길,37.6194506,127.0841605
